merchant_id,merchant_name,merchant_category,merchant_size,onboarding_date,merchant_status,settlement_cycle,registered_governorate,registered_city
M00273,Royal Care 0273,Pharmacy,Small,2021-12-19,Active,T+1,Alexandria,Smouha - Central
M00274,Blue Foods 0274,Grocery,Micro,2023-02-04,Active,T+0,Dakahlia,Mansoura - Central
M00275,Elite Cinema 0275,Entertainment,Small,2022-10-09,Active,T+1,Giza,Dokki
M00276,Green Mart 0276,Grocery,Micro,2022-02-16,Active,T+0,Dakahlia,Talkha
M00277,Golden Cafe 0277,Restaurants,Enterprise,2021-05-15,Active,T+1,Giza,Haram - Central
M00278,Cairo Health 0278,Healthcare,Micro,2022-12-05,Active,T+1,Giza,Mohandessin - Central
M00279,Quick Market 0279,Grocery,Medium,2021-10-24,Active,T+1,Alexandria,Stanley - Central
M00280,Prime Style 0280,Fashion,Micro,2021-06-12,Active,T+2,Giza,Imbaba - Central
M00281,Green Style 0281,Fashion,Small,2023-12-10,Active,T+1,Giza,Faisal - Central
M00282,Elite Health 0282,Healthcare,Enterprise,2021-06-10,Active,T+0,Cairo,Heliopolis
M00283,Pyramid Style 0283,Fashion,Micro,2025-02-28,Active,T+1,Damietta,Ras El Bar
M00284,Lotus Health 0284,Healthcare,Micro,2023-10-30,Active,T+1,Cairo,New Cairo - Central
M00285,Lotus Learning 0285,Education,Small,2024-01-17,Active,T+1,Giza,Mohandessin
M00286,Urban Foods 0286,Grocery,Small,2022-09-14,Active,T+0,Cairo,Downtown
M00287,Elite Cinema 0287,Entertainment,Small,2024-09-22,Active,T+1,Giza,Mohandessin - Central
M00288,Metro Electronics 0288,Electronics,Small,2024-08-21,Active,T+1,Gharbia,El Mahalla El Kubra - Central
M00289,Royal Wear 0289,Fashion,Micro,2021-06-18,Active,T+0,Qena,Nag Hammadi
M00290,Delta Online 0290,E-Commerce,Micro,2022-07-09,Active,T+1,Cairo,Downtown
M00291,Pyramid Market 0291,Grocery,Medium,2023-12-12,Active,T+0,Assiut,Assiut
M00292,Family Clinic 0292,Healthcare,Medium,2023-05-28,Active,T+1,Cairo,New Cairo - Central
M00293,Cairo Foods 0293,Grocery,Small,2024-03-27,Active,T+1,Assiut,Manfalut
M00294,Pyramid Wear 0294,Fashion,Micro,2024-12-04,Active,Unknown,Sharqia,10th of Ramadan
M00295,Urban Store 0295,E-Commerce,Micro,2023-05-31,Active,T+1,Cairo,Maadi - Central
M00296,Prime Foods 0296,Grocery,Medium,2022-06-06,Active,T+0,Gharbia,Tanta - Central
M00297,Pyramid Foods 0297,Grocery,Small,2023-06-08,Active,T+1,Dakahlia,Talkha
M00298,Smart Kitchen 0298,Restaurants,Micro,2024-01-08,Active,T+1,Alexandria,Stanley
M00299,Quick Wear 0299,Fashion,Small,2023-08-09,Active,T+2,Dakahlia,Mansoura
M00300,Delta Fuel 0300,Fuel,Small,2021-06-25,Active,T+2,Cairo,New Cairo - Central
M00301,Lotus Foods 0301,Grocery,Medium,2024-02-05,Active,T+2,Kafr El Sheikh,Baltim
M00302,Nile Learning 0302,Education,Micro,2025-12-09,Active,T+1,Kafr El Sheikh,Sidi Salem
M00303,Green Cafe 0303,Restaurants,Micro,2024-01-13,Active,T+2,Dakahlia,Mansoura - Central
M00304,Urban Bites 0304,Restaurants,Small,2023-07-13,Active,T+2,Giza,Sheikh Zayed - Central
M00305,Smart Foods 0305,Grocery,Medium,2025-09-09,Active,T+1,Cairo,Nasr City
M00306,Delta Ride 0306,Transportation,Small,2024-10-05,Active,T+2,Giza,Mohandessin - Central
M00307,Blue Foods 0307,Grocery,Micro,2021-05-17,Active,T+0,Cairo,Downtown
M00308,Family Store 0308,E-Commerce,Medium,2023-06-07,Active,T+1,Qalyubia,Qalyub
M00309,Nile Cafe 0309,Restaurants,Small,2021-05-16,Active,T+1,Dakahlia,Belqas
M00310,Lotus Foods 0310,Grocery,Enterprise,2024-05-12,Active,T+1,Giza,Imbaba - Central
M00311,Family Clinic 0311,Healthcare,Medium,2021-08-17,Active,T+1,Cairo,Downtown
M00312,Royal Wear 0312,Fashion,Small,2023-12-18,Active,T+1,Gharbia,Tanta
M00313,Quick Cafe 0313,Restaurants,Small,2024-05-12,Active,T+1,Cairo,Maadi - Central
M00314,Royal Learning 0314,Education,Small,2021-06-12,Active,T+1,Cairo,Maadi
M00315,Sun Fun 0315,Entertainment,Micro,2024-11-13,Active,T+0,Assiut,New Assiut - Central
M00316,Prime Market 0316,Grocery,Small,2023-02-14,Active,T+1,Alexandria,Borg El Arab
M00317,Metro Online 0317,E-Commerce,Small,2022-07-13,Active,T+2,Cairo,Ain Shams
M00318,Elite Market 0318,Grocery,Small,2023-04-12,Active,T+1,Alexandria,Miami
M00319,Urban Pharmacy 0319,Pharmacy,Enterprise,2023-09-19,Active,T+0,Giza,Mohandessin
M00320,Pyramid Online 0320,E-Commerce,Medium,2023-02-15,Active,T+1,Giza,Faisal - Central
M00321,Sun Market 0321,Grocery,Micro,2026-03-10,Temporarily Suspended,T+1,Sharqia,Abu Hammad
M00322,Green Online 0322,E-Commerce,Micro,2021-06-19,Active,T+2,Qalyubia,Khanka
M00323,Urban Mart 0323,Grocery,Medium,2023-08-15,Active,T+1,Sharqia,Zagazig - Central
M00324,Royal Market 0324,Grocery,Small,2021-07-14,Active,T+0,Damietta,Ras El Bar
M00325,Metro Health 0325,Healthcare,Micro,2021-07-25,Active,T+0,Cairo,Mokattam
M00326,Pyramid Foods 0326,Grocery,Small,2021-07-02,Temporarily Suspended,T+1,North Sinai,Arish
M00327,Quick Electronics 0327,Electronics,Medium,2022-01-15,Active,T+2,Cairo,Mokattam - Central
M00328,Elite Kitchen 0328,Restaurants,Micro,2023-01-04,Active,T+1,Cairo,Ain Shams - Central
M00329,Smart Market 0329,Grocery,Small,2021-09-04,Active,T+1,Beheira,Damanhur
M00330,Royal Cafe 0330,Restaurants,Micro,2021-03-05,Active,T+1,Dakahlia,Talkha
M00331,Quick Market 0331,Grocery,Small,2024-09-25,Active,T+1,Giza,Sheikh Zayed
M00332,Blue Fuel 0332,Fuel,Medium,2023-05-15,Active,T+1,Cairo,Mokattam - Central
M00333,Sun Pharmacy 0333,Pharmacy,Medium,2021-11-22,Active,T+1,Giza,Mohandessin
M00334,Golden Market 0334,Grocery,Small,2021-02-12,Active,T+2,Giza,Sheikh Zayed - Central
M00335,Lotus Transit 0335,Transportation,Micro,2021-06-12,Active,T+1,Cairo,Heliopolis - Central
M00336,Prime Kitchen 0336,Restaurants,Micro,2021-10-29,Active,T+2,Dakahlia,Mansoura - Central
M00337,Metro Transit 0337,Transportation,Medium,2021-02-07,Active,T+2,Cairo,Mokattam
M00338,Urban Style 0338,Fashion,Micro,2021-10-20,Active,T+1,Cairo,Nasr City
M00339,Sun Online 0339,E-Commerce,Micro,2024-12-08,Active,T+0,Dakahlia,Belqas - Central
M00340,Blue Online 0340,E-Commerce,Medium,2023-05-24,Active,T+2,Alexandria,Agami - Central
M00341,Lotus Market 0341,Grocery,Micro,2024-05-18,Active,T+0,Cairo,Heliopolis
M00342,Royal Pharmacy 0342,Pharmacy,Medium,2022-11-04,Active,T+1,Red Sea,Hurghada
M00343,Elite Kitchen 0343,Restaurants,Micro,2025-03-22,Active,T+1,North Sinai,Bir El Abd
M00344,Metro Pharmacy 0344,Pharmacy,Medium,2024-12-25,Active,T+1,Dakahlia,Talkha - Central
M00345,Urban Fuel 0345,Fuel,Micro,2024-09-09,Active,T+2,Damietta,New Damietta - Central
M00346,Nova Mobile 0346,Telecom,Small,2022-07-29,Active,T+1,Ismailia,Fayed
M00347,Family Pharmacy 0347,Pharmacy,Micro,2021-03-03,Active,T+1,Giza,Haram - Central
M00348,Metro Cinema 0348,Entertainment,Micro,2024-12-31,Active,T+1,Giza,Haram - Central
M00349,Smart Store 0349,E-Commerce,Medium,2023-06-28,Active,T+1,Monufia,Sadat City
M00350,Cairo Store 0350,E-Commerce,Small,2023-08-12,Active,T+1,Cairo,Downtown
M00351,Metro Cafe 0351,Restaurants,Micro,2023-03-30,Active,T+1,Sharqia,10th of Ramadan
M00352,Cairo Cinema 0352,Entertainment,Enterprise,2021-04-08,Active,T+1,Qena,Qena
M00353,Sun Fuel 0353,Fuel,Small,2024-01-29,Active,T+2,Alexandria,Stanley - Central
M00354,Nile Style 0354,Fashion,Micro,2024-07-18,Active,T+1,Fayoum,Sinnuris
M00355,Lotus Station 0355,Fuel,Enterprise,2022-04-21,Active,T+2,Giza,Sheikh Zayed - Central
M00356,Family Connect 0356,Telecom,Medium,2024-05-18,Active,T+0,Assiut,New Assiut - Central
M00357,Urban Market 0357,Grocery,Medium,2025-07-16,Active,T+0,Beheira,Nubaria - Central
M00358,Prime Kitchen 0358,Restaurants,Medium,2024-02-05,Active,T+2,Cairo,Maadi
M00359,Metro Market 0359,Grocery,Small,2024-12-08,Active,T+1,Alexandria,Smouha
M00360,Elite Transit 0360,Transportation,Medium,2024-10-05,Active,T+1,Alexandria,Stanley
M00361,Family Electronics 0361,Electronics,Micro,2021-01-11,Active,T+2,Ismailia,Fayed - Central
M00362,Delta Foods 0362,Grocery,Micro,2021-04-24,Active,T+0,Gharbia,Tanta - Central
M00363,Sun Store 0363,E-Commerce,Micro,2021-09-16,Active,T+2,Alexandria,Borg El Arab
M00364,Urban Foods 0364,Grocery,Micro,2022-08-12,Active,T+0,Alexandria,Sidi Gaber
M00365,Smart Electronics 0365,Electronics,Small,2021-07-11,Active,T+0,Cairo,Shubra - Central
M00366,Smart Tech 0366,Electronics,Small,2024-11-01,Active,T+1,Beheira,Damanhur
M00367,Elite Ride 0367,Transportation,Micro,2023-04-22,Active,T+1,Alexandria,Agami
M00368,Delta Fuel 0368,Fuel,Micro,2022-12-07,Active,T+1,Ismailia,Fayed
M00369,Elite Care 0369,Pharmacy,Small,2024-07-15,Active,T+0,Gharbia,Kafr El Zayat
M00370,Quick Electronics 0370,Electronics,Small,2025-01-23,Active,T+2,Kafr El Sheikh,Desouk
M00371,Sun Mart 0371,Grocery,Micro,2023-05-25,Active,T+2,Alexandria,Sidi Gaber - Central
M00372,Metro Cafe 0372,Restaurants,Micro,2021-07-28,Active,T+2,Giza,Sheikh Zayed - Central
M00373,Urban Fuel 0373,Fuel,Enterprise,2024-03-04,Active,T+1,Gharbia,Tanta
M00374,Nile Fun 0374,Entertainment,Medium,2022-05-25,Active,T+2,Ismailia,Fayed
M00375,Pyramid Store 0375,E-Commerce,Micro,2022-02-08,Active,T+1,Aswan,Edfu
M00376,Golden Store 0376,E-Commerce,Small,2021-02-08,Active,T+0,Dakahlia,Mansoura
M00377,Sun Mobile 0377,Telecom,Small,2021-11-01,Offboarded,T+1,Giza,Haram - Central
M00378,Cairo Ride 0378,Transportation,Small,2021-06-12,Active,T+1,Minya,Mallawi - Central
M00379,Delta Fun 0379,Entertainment,Medium,2022-04-02,Active,T+2,Giza,Faisal
M00380,Golden Store 0380,E-Commerce,Small,2021-12-23,Active,T+1,Giza,Faisal
M00381,Elite Kitchen 0381,Restaurants,Small,2021-01-19,Active,T+0,Cairo,Ain Shams
M00382,Elite Mart 0382,Grocery,Small,2026-01-09,Active,T+1,Sohag,Girga
M00383,Metro Pharmacy 0383,Pharmacy,Small,2025-07-25,Active,T+2,Cairo,Mokattam
M00384,Cairo Wear 0384,Fashion,Small,2021-04-16,Active,T+1,Minya,Samalut
M00385,Metro Pharmacy 0385,Pharmacy,Micro,2023-05-09,Active,T+0,South Sinai,El Tor
M00386,Urban Kitchen 0386,Restaurants,Medium,2022-06-05,Active,T+2,Cairo,Downtown - Central
M00387,Cairo Market 0387,Grocery,Enterprise,2023-04-24,Active,T+0,Alexandria,Stanley - Central
M00388,Sun Learning 0388,Education,Micro,2021-03-20,Active,T+0,Beheira,Nubaria - Central
M00389,Lotus Mart 0389,Grocery,Medium,2024-08-05,Active,T+2,Cairo,Downtown
M00390,Nile Clinic 0390,Healthcare,Small,2022-05-08,Offboarded,T+2,Sharqia,Belbeis
M00391,Prime Electronics 0391,Electronics,Small,2023-06-01,Active,T+1,Cairo,Downtown - Central
M00392,Lotus Pharmacy 0392,Pharmacy,Small,2021-08-12,Active,T+1,Qalyubia,Shubra El Kheima - Central
M00393,Smart Ride 0393,Transportation,Micro,2024-06-06,Active,T+1,Cairo,Heliopolis - Central
M00394,Quick Cinema 0394,Entertainment,Small,2021-05-02,Active,T+1,Kafr El Sheikh,Sidi Salem
M00395,Pyramid Foods 0395,Grocery,Micro,2022-05-10,Active,T+2,Dakahlia,Mansoura - Central
M00396,Metro Transit 0396,Transportation,Micro,2023-07-26,Active,T+0,Cairo,Heliopolis - Central
M00397,Smart Style 0397,Fashion,Micro,2024-04-22,Active,T+0,Giza,Mohandessin - Central
M00398,Elite Foods 0398,Grocery,Micro,2021-02-26,Active,T+1,Alexandria,Stanley - Central
M00399,Lotus Station 0399,Fuel,Small,2022-10-16,Active,T+0,Cairo,Shubra
M00400,Pyramid Style 0400,Fashion,Micro,2024-11-08,Active,T+1,Aswan,Kom Ombo
M00401,Blue Mobile 0401,Telecom,Small,2025-05-31,Active,T+1,Sohag,Tahta
M00402,Urban Cafe 0402,Restaurants,Small,2024-08-06,Active,T+1,Alexandria,Smouha - Central
M00403,Delta Bites 0403,Restaurants,Medium,2022-06-11,Active,T+0,Cairo,Maadi - Central
M00404,Golden Cafe 0404,Restaurants,Micro,2024-05-01,Active,T+0,Port Said,Port Fouad - Central
M00405,Royal Cinema 0405,Entertainment,Small,2024-10-01,Active,T+1,Qena,Nag Hammadi
M00406,Prime Market 0406,Grocery,Medium,2025-11-02,Active,T+1,Qena,Qena
M00407,Lotus Learning 0407,Education,Small,2023-08-17,Active,T+2,Sharqia,Zagazig
M00408,Family Electronics 0408,Electronics,Micro,2024-05-29,Temporarily Suspended,T+2,Cairo,Shubra
M00409,Cairo Tech 0409,Electronics,Micro,2022-02-21,Active,T+1,Assiut,New Assiut
M00410,Green Care 0410,Pharmacy,Micro,2021-09-18,Active,T+1,Giza,Sheikh Zayed
M00411,Nova Kitchen 0411,Restaurants,Enterprise,2023-02-26,Active,T+2,Port Said,Port Fouad
M00412,Family Kitchen 0412,Restaurants,Micro,2024-08-19,Active,T+1,Alexandria,Agami - Central
M00413,Sun Online 0413,E-Commerce,Small,2022-06-18,Active,T+2,Giza,Dokki - Central
M00414,Cairo Style 0414,Fashion,Micro,2021-11-16,Active,T+1,Ismailia,Ismailia
M00415,Royal Kitchen 0415,Restaurants,Small,2021-06-28,Active,T+0,Cairo,New Cairo - Central
M00416,Nova Mart 0416,Grocery,Micro,2022-10-31,Active,T+1,Minya,Minya
M00417,Metro Transit 0417,Transportation,Micro,2021-04-20,Active,T+0,Cairo,New Cairo - Central
M00418,Nova Online 0418,E-Commerce,Medium,2021-09-23,Active,T+0,Cairo,Mokattam - Central
M00419,Smart Style 0419,Fashion,Small,2024-04-30,Active,T+0,Cairo,Nasr City - Central
M00420,Sun Style 0420,Fashion,Enterprise,2022-05-29,Active,T+1,Dakahlia,Talkha
M00421,Green Mart 0421,Grocery,Medium,2023-11-25,Active,T+0,Alexandria,Stanley
M00422,Nile Cafe 0422,Restaurants,Medium,2022-09-06,Active,T+1,Cairo,Shubra - Central
M00423,Smart Store 0423,E-Commerce,Micro,2022-07-18,Active,T+1,Giza,6th of October - Central
M00424,Green Online 0424,E-Commerce,Small,2021-08-17,Active,T+2,Dakahlia,Mansoura - Central
M00425,Smart Foods 0425,Grocery,Small,2022-07-18,Active,T+2,Cairo,Ain Shams
M00426,Family Clinic 0426,Healthcare,Small,2024-05-25,Active,T+0,North Sinai,Arish
M00427,Quick Online 0427,E-Commerce,Small,2021-05-06,Active,T+1,Sohag,Akhmim
M00428,Quick Pharmacy 0428,Pharmacy,Micro,2024-08-04,Active,T+1,Cairo,Shubra
M00429,Delta Tech 0429,Electronics,Medium,2022-04-26,Active,T+1,Giza,Haram
M00430,Family Clinic 0430,Healthcare,Micro,2021-03-30,Active,T+1,Cairo,Ain Shams
M00431,Delta Transit 0431,Transportation,Micro,2022-07-03,Active,T+2,Giza,Mohandessin
M00432,Nile Fuel 0432,Fuel,Small,2024-05-20,Active,T+1,Cairo,Ain Shams
M00433,Family Kitchen 0433,Restaurants,Micro,2021-05-17,Active,T+2,Qalyubia,Qalyub
M00434,Delta Kitchen 0434,Restaurants,Small,2023-11-15,Active,T+1,Suez,Ain Sokhna - Central
M00435,Cairo Care 0435,Pharmacy,Micro,2024-06-24,Active,T+1,Kafr El Sheikh,Baltim
M00436,Blue Care 0436,Pharmacy,Medium,2021-07-15,Active,T+2,Gharbia,El Mahalla El Kubra
M00437,Nile Pharmacy 0437,Pharmacy,Micro,2024-10-04,Active,T+1,Assiut,New Assiut - Central
M00438,Delta Health 0438,Healthcare,Medium,2022-01-05,Active,T+1,Alexandria,Miami - Central
M00439,Nova Tech 0439,Electronics,Micro,2024-03-09,Active,T+1,Giza,Imbaba - Central
M00440,Smart Online 0440,E-Commerce,Small,2023-05-03,Active,T+2,Assiut,Assiut
M00441,Blue Station 0441,Fuel,Medium,2022-10-13,Active,T+1,Monufia,Shebin El Kom
M00442,Family Style 0442,Fashion,Micro,2023-01-19,Active,T+2,Beni Suef,New Beni Suef
M00443,Quick Store 0443,E-Commerce,Micro,2023-08-11,Active,T+1,Port Said,Port Fouad - Central
M00444,Smart Electronics 0444,Electronics,Medium,2021-12-12,Active,T+1,Beheira,Rashid
M00445,Nova Transit 0445,Transportation,Micro,2024-01-16,Active,T+1,Sharqia,Minya Al Qamh - Central
M00446,Golden Wear 0446,Fashion,Small,2024-12-03,Active,T+1,Giza,Faisal - Central
M00447,Green Wear 0447,Fashion,Micro,2023-04-13,Active,T+1,Dakahlia,Mit Ghamr
M00448,Pyramid Wear 0448,Fashion,Small,2024-01-12,Active,T+1,Cairo,Mokattam
M00449,Prime Connect 0449,Telecom,Small,2024-10-05,Active,T+1,Kafr El Sheikh,Desouk - Central
M00450,Quick Cinema 0450,Entertainment,Micro,2021-06-03,Active,T+1,Sohag,Sohag
M00451,Sun Pharmacy 0451,Pharmacy,Micro,2024-10-08,Active,T+0,Cairo,Nasr City
M00452,Golden Care 0452,Pharmacy,Small,2021-11-21,Active,T+0,Qalyubia,Obour - Central
M00453,Pyramid Cinema 0453,Entertainment,Micro,2024-01-24,Active,T+1,Cairo,Nasr City - Central
M00454,Golden Online 0454,E-Commerce,Micro,2024-05-23,Active,T+1,Giza,Imbaba - Central
M00455,Prime Bites 0455,Restaurants,Medium,2021-03-21,Active,T+1,Giza,Mohandessin
M00456,Green Mart 0456,Grocery,Medium,2024-02-14,Active,T+1,Cairo,Shubra - Central
M00457,Smart Market 0457,Grocery,Micro,2022-04-02,Active,T+1,Fayoum,Ibshaway - Central
M00458,Lotus Pharmacy 0458,Pharmacy,Micro,2022-02-15,Active,T+0,Sharqia,10th of Ramadan
M00459,Quick Online 0459,E-Commerce,Small,2022-08-19,Active,T+1,Assiut,Assiut - Central
M00460,Smart Wear 0460,Fashion,Small,2022-12-19,Active,T+1,Kafr El Sheikh,Kafr El Sheikh
M00461,Pyramid Foods 0461,Grocery,Micro,2023-04-11,Active,T+0,Ismailia,Ismailia
M00462,Quick Care 0462,Pharmacy,Medium,2021-03-12,Active,T+0,Red Sea,Safaga
M00463,Green Transit 0463,Transportation,Micro,2023-06-17,Active,T+1,Sharqia,Minya Al Qamh - Central
M00464,Pyramid Care 0464,Pharmacy,Enterprise,2025-08-06,Active,T+1,Cairo,Shubra
M00465,Prime Ride 0465,Transportation,Enterprise,2023-10-27,Active,T+0,Fayoum,Sinnuris
M00466,Green Connect 0466,Telecom,Medium,2023-08-30,Active,T+0,Cairo,Downtown
M00467,Cairo Health 0467,Healthcare,Medium,2022-07-01,Active,T+1,Giza,Dokki - Central
M00468,Family Connect 0468,Telecom,Micro,2022-03-08,Active,T+0,Cairo,Downtown
M00469,Metro Mobile 0469,Telecom,Medium,2023-07-03,Active,T+0,Cairo,Nasr City
M00470,Pyramid Fuel 0470,Fuel,Medium,2025-06-14,Active,T+2,Monufia,Menouf - Central
M00471,Lotus Ride 0471,Transportation,Small,2021-05-30,Active,T+1,Cairo,Downtown - Central
M00472,Green Market 0472,Grocery,Medium,2021-12-21,Active,T+2,Dakahlia,Aga - Central
M00473,Cairo Store 0473,E-Commerce,Small,2025-08-07,Active,T+1,Dakahlia,Belqas
M00474,Urban Market 0474,Grocery,Small,2024-05-09,Active,T+1,Sharqia,10th of Ramadan - Central
M00475,Golden Station 0475,Fuel,Enterprise,2022-04-25,Active,T+1,Assiut,Assiut
M00476,Green Cinema 0476,Entertainment,Micro,2021-06-15,Active,T+0,Giza,6th of October - Central
M00477,Nova Online 0477,E-Commerce,Small,2022-06-05,Active,T+0,Cairo,Nasr City - Central
M00478,Elite Tech 0478,Electronics,Small,2021-07-29,Active,T+1,Luxor,Armant
M00479,Nova Electronics 0479,Electronics,Medium,2023-02-21,Active,T+1,Cairo,Ain Shams - Central
M00480,Royal Fuel 0480,Fuel,Micro,2021-01-27,Active,T+1,Assiut,Dairut
M00481,Sun Bites 0481,Restaurants,Medium,2024-04-22,Active,T+1,Port Said,Port Fouad - Central
M00482,Blue Style 0482,Fashion,Small,2024-12-18,Active,T+2,Dakahlia,Talkha - Central
M00483,Family Transit 0483,Transportation,Small,2021-10-25,Active,T+1,Fayoum,Ibshaway - Central
M00484,Royal Transit 0484,Transportation,Medium,2021-12-28,Active,T+0,Aswan,Aswan
M00485,Lotus Transit 0485,Transportation,Small,2022-11-26,Active,T+0,Sharqia,Abu Hammad - Central
M00486,Urban Bites 0486,Restaurants,Micro,2025-07-01,Active,T+1,Cairo,Ain Shams
M00487,Green Clinic 0487,Healthcare,Micro,2021-12-26,Active,T+1,Gharbia,Kafr El Zayat - Central
M00488,Prime Ride 0488,Transportation,Small,2024-05-13,Active,T+1,Qalyubia,Obour - Central
M00489,Quick Pharmacy 0489,Pharmacy,Small,2025-07-17,Active,T+1,Kafr El Sheikh,Sidi Salem - Central
M00490,Green Electronics 0490,Electronics,Small,2021-10-16,Active,T+0,Cairo,New Cairo
M00491,Delta Fun 0491,Entertainment,Small,2021-01-13,Active,T+1,Alexandria,Borg El Arab
M00492,Lotus Transit 0492,Transportation,Medium,2022-07-03,Active,T+1,Beheira,Nubaria - Central
M00493,Smart Electronics 0493,Electronics,Micro,2024-12-13,Active,T+0,Dakahlia,Talkha - Central
M00494,Delta Pharmacy 0494,Pharmacy,Micro,2025-07-14,Active,T+1,Giza,Mohandessin - Central
M00495,Royal Market 0495,Grocery,Small,2022-11-08,Active,T+1,Minya,Beni Mazar
M00496,Smart Cafe 0496,Restaurants,Small,2025-09-25,Active,T+1,Cairo,Mokattam - Central
M00497,Sun Fun 0497,Entertainment,Micro,2021-05-09,Active,T+1,Beheira,Nubaria - Central
M00498,Golden Learning 0498,Education,Medium,2024-01-28,Active,T+1,Qalyubia,Khanka
M00499,Elite Store 0499,E-Commerce,Micro,2021-12-10,Active,T+0,Assiut,Manfalut - Central
M00500,Golden Kitchen 0500,Restaurants,Small,2022-12-31,Active,T+1,Alexandria,Borg El Arab - Central
M00501,Nile Station 0501,Fuel,Small,2023-11-20,Active,T+1,Beni Suef,Beni Suef - Central
M00502,Golden Learning 0502,Education,Small,2026-05-31,Offboarded,T+1,Alexandria,Borg El Arab
M00503,Metro Learning 0503,Education,Micro,2021-05-30,Active,T+1,Qena,Nag Hammadi
M00504,Nova Care 0504,Pharmacy,Micro,2021-03-07,Active,T+1,Giza,6th of October - Central
M00505,Sun Store 0505,E-Commerce,Small,2021-07-12,Active,T+1,Minya,Mallawi - Central
M00506,Nile Online 0506,E-Commerce,Medium,2022-07-24,Active,T+0,Qalyubia,Shubra El Kheima - Central
M00507,Delta Health 0507,Healthcare,Micro,2025-09-20,Active,T+1,Monufia,Sadat City - Central
M00508,Pyramid Electronics 0508,Electronics,Medium,2024-02-12,Active,T+1,Sohag,Sohag
M00509,Delta Bites 0509,Restaurants,Medium,2023-01-25,Active,T+1,Suez,Ain Sokhna
M00510,Pyramid Academy 0510,Education,Micro,2021-12-04,Active,T+1,Sharqia,Zagazig - Central
M00511,Golden Health 0511,Healthcare,Small,2021-05-20,Active,T+1,Cairo,Maadi - Central
M00512,Family Kitchen 0512,Restaurants,Micro,2022-07-31,Active,T+1,Suez,Suez - Central
M00513,Pyramid Care 0513,Pharmacy,Medium,2024-05-05,Active,T+1,Cairo,Heliopolis - Central
M00514,Pyramid Foods 0514,Grocery,Enterprise,2023-04-01,Active,T+1,Giza,Haram
M00515,Quick Wear 0515,Fashion,Micro,2021-03-04,Active,T+1,Cairo,Nasr City
M00516,Royal Kitchen 0516,Restaurants,Small,2023-03-05,Active,T+1,Sharqia,Abu Hammad
M00517,Cairo Bites 0517,Restaurants,Medium,2023-09-19,Active,T+1,Giza,Faisal
M00518,Cairo Mart 0518,Grocery,Micro,2021-08-02,Active,T+2,Giza,6th of October
M00519,Quick Fuel 0519,Fuel,Small,2025-07-27,Active,T+1,Cairo,Downtown
M00520,Urban Kitchen 0520,Restaurants,Micro,2022-11-16,Active,T+1,Beheira,Damanhur - Central
M00521,Sun Foods 0521,Grocery,Medium,2025-10-31,Temporarily Suspended,T+0,Monufia,Menouf
M00522,Lotus Online 0522,E-Commerce,Small,2023-10-24,Active,T+2,Assiut,Manfalut
M00523,Cairo Pharmacy 0523,Pharmacy,Micro,2023-09-19,Active,T+1,Gharbia,El Mahalla El Kubra
M00524,Nile Bites 0524,Restaurants,Micro,2022-05-20,Active,T+1,Giza,Dokki
M00525,Royal Bites 0525,Restaurants,Small,2023-08-28,Active,T+1,Sohag,Akhmim
M00526,Lotus Mart 0526,Grocery,Micro,2021-05-11,Active,T+1,Red Sea,Hurghada
M00527,Cairo Tech 0527,Electronics,Micro,2022-06-10,Active,T+1,Assiut,New Assiut
